Country,Immigrant,State,Year
Somalia,201,Texas,2011
Sudan,182,Texas,2011
Syria,144,Texas,2011
Yemen,13,Texas,2011
Egypt,11,Utah,2011
Iran,105,Utah,2011
Iraq,263,Utah,2011
Libya,-,Utah,2011
Mali,-,Utah,2011
Somalia,82,Utah,2011
Sudan,47,Utah,2011
Syria,6,Utah,2011
Yemen,D,Utah,2011
Egypt,D,Vermont,2011
Iran,4,Vermont,2011
Iraq,30,Vermont,2011
Libya,-,Vermont,2011
Mali,-,Vermont,2011
Somalia,51,Vermont,2011
Sudan,D,Vermont,2011
Syria,4,Vermont,2011
Yemen,-,Vermont,2011
Egypt,422,Virginia,2011
Iran,639,Virginia,2011
Iraq,655,Virginia,2011
Libya,14,Virginia,2011
Mali,10,Virginia,2011
Somalia,71,Virginia,2011
Sudan,266,Virginia,2011
Syria,65,Virginia,2011
Yemen,46,Virginia,2011
Egypt,108,Washington,2011
Iran,330,Washington,2011
Iraq,501,Washington,2011
Libya,11,Washington,2011
Mali,18,Washington,2011
Somalia,374,Washington,2011
Sudan,45,Washington,2011
Syria,26,Washington,2011
Yemen,30,Washington,2011
Egypt,13,West Virginia,2011
Iran,17,West Virginia,2011
Iraq,14,West Virginia,2011
Libya,D,West Virginia,2011
Mali,D,West Virginia,2011
Somalia,-,West Virginia,2011
Sudan,-,West Virginia,2011
Syria,13,West Virginia,2011
Yemen,3,West Virginia,2011
Egypt,24,Wisconsin,2011
Iran,35,Wisconsin,2011
Iraq,133,Wisconsin,2011
Libya,D,Wisconsin,2011
Mali,4,Wisconsin,2011
Somalia,55,Wisconsin,2011
Sudan,25,Wisconsin,2011
Syria,20,Wisconsin,2011
Yemen,D,Wisconsin,2011
Egypt,D,Wyoming,2011
Iran,D,Wyoming,2011
Iraq,-,Wyoming,2011
Libya,-,Wyoming,2011
Mali,-,Wyoming,2011
Somalia,-,Wyoming,2011
Sudan,D,Wyoming,2011
Syria,-,Wyoming,2011
Yemen,-,Wyoming,2011
