Country,Immigrant,State,Year
Iraq,230,Virginia,2008
Libya,25,Virginia,2008
Mali,8,Virginia,2008
Somalia,243,Virginia,2008
Sudan,287,Virginia,2008
Syria,65,Virginia,2008
Yemen,24,Virginia,2008
Egypt,107,Washington,2008
Iran,352,Washington,2008
Iraq,71,Washington,2008
Libya,12,Washington,2008
Mali,4,Washington,2008
Somalia,782,Washington,2008
Sudan,93,Washington,2008
Syria,20,Washington,2008
Yemen,18,Washington,2008
Egypt,11,West Virginia,2008
Iran,20,West Virginia,2008
Iraq,5,West Virginia,2008
Libya,D,West Virginia,2008
Mali,-,West Virginia,2008
Somalia,-,West Virginia,2008
Sudan,D,West Virginia,2008
Syria,13,West Virginia,2008
Yemen,-,West Virginia,2008
Egypt,21,Wisconsin,2008
Iran,79,Wisconsin,2008
Iraq,9,Wisconsin,2008
Libya,3,Wisconsin,2008
Mali,13,Wisconsin,2008
Somalia,123,Wisconsin,2008
Sudan,16,Wisconsin,2008
Syria,20,Wisconsin,2008
Yemen,D,Wisconsin,2008
Egypt,D,Wyoming,2008
Iran,3,Wyoming,2008
Iraq,5,Wyoming,2008
Libya,-,Wyoming,2008
Mali,D,Wyoming,2008
Somalia,-,Wyoming,2008
Sudan,-,Wyoming,2008
Syria,D,Wyoming,2008
Yemen,-,Wyoming,2008
