Country,Immigrant,State,Year
Iran,55,Minnesota,2006
Iraq,44,Minnesota,2006
Libya,9,Minnesota,2006
Mali,5,Minnesota,2006
Somalia,2844,Minnesota,2006
Sudan,162,Minnesota,2006
Syria,19,Minnesota,2006
Yemen,23,Minnesota,2006
Egypt,5,Mississippi,2006
Iran,8,Mississippi,2006
Iraq,D,Mississippi,2006
Libya,-,Mississippi,2006
Mali,D,Mississippi,2006
Somalia,D,Mississippi,2006
Sudan,7,Mississippi,2006
Syria,3,Mississippi,2006
Yemen,27,Mississippi,2006
Egypt,40,Missouri,2006
Iran,101,Missouri,2006
Iraq,55,Missouri,2006
Libya,D,Missouri,2006
Mali,-,Missouri,2006
Somalia,209,Missouri,2006
Sudan,113,Missouri,2006
Syria,14,Missouri,2006
Yemen,5,Missouri,2006
Egypt,-,Montana,2006
Iran,D,Montana,2006
Iraq,-,Montana,2006
Libya,D,Montana,2006
Mali,-,Montana,2006
Somalia,-,Montana,2006
Sudan,-,Montana,2006
Syria,-,Montana,2006
Yemen,-,Montana,2006
Egypt,32,Nebraska,2006
Iran,13,Nebraska,2006
Iraq,63,Nebraska,2006
Libya,D,Nebraska,2006
Mali,-,Nebraska,2006
Somalia,111,Nebraska,2006
Sudan,300,Nebraska,2006
Syria,8,Nebraska,2006
Yemen,-,Nebraska,2006
Egypt,31,Nevada,2006
Iran,120,Nevada,2006
Iraq,18,Nevada,2006
Libya,D,Nevada,2006
Mali,D,Nevada,2006
Somalia,56,Nevada,2006
Sudan,20,Nevada,2006
Syria,11,Nevada,2006
Yemen,-,Nevada,2006
Egypt,30,New Hampshire,2006
Iran,16,New Hampshire,2006
Iraq,3,New Hampshire,2006
Libya,D,New Hampshire,2006
Mali,D,New Hampshire,2006
Somalia,15,New Hampshire,2006
Sudan,82,New Hampshire,2006
Syria,D,New Hampshire,2006
Yemen,-,New Hampshire,2006
Egypt,2205,New Jersey,2006
Iran,182,New Jersey,2006
Iraq,31,New Jersey,2006
Libya,14,New Jersey,2006
Mali,12,New Jersey,2006
Somalia,8,New Jersey,2006
Sudan,77,New Jersey,2006
Syria,166,New Jersey,2006
Yemen,21,New Jersey,2006
Egypt,5,New Mexico,2006
Iran,23,New Mexico,2006
Iraq,10,New Mexico,2006
Libya,-,New Mexico,2006
Mali,-,New Mexico,2006
Somalia,-,New Mexico,2006
Sudan,D,New Mexico,2006
Syria,8,New Mexico,2006
Yemen,D,New Mexico,2006
Egypt,1609,New York,2006
Iran,419,New York,2006
Iraq,88,New York,2006
Libya,22,New York,2006
Mali,121,New York,2006
Somalia,285,New York,2006
Sudan,370,New York,2006
Syria,227,New York,2006
Yemen,1833,New York,2006
Egypt,185,North Carolina,2006
Iran,161,North Carolina,2006
Iraq,21,North Carolina,2006
Libya,5,North Carolina,2006
Mali,10,North Carolina,2006
Somalia,112,North Carolina,2006
Sudan,184,North Carolina,2006
Syria,27,North Carolina,2006
Yemen,97,North Carolina,2006
Egypt,7,North Dakota,2006
Iran,8,North Dakota,2006
Iraq,D,North Dakota,2006
Libya,-,North Dakota,2006
Mali,D,North Dakota,2006
Somalia,45,North Dakota,2006
Sudan,63,North Dakota,2006
Syria,-,North Dakota,2006
Yemen,-,North Dakota,2006
Egypt,186,Ohio,2006
Iran,108,Ohio,2006
Iraq,45,Ohio,2006
Libya,11,Ohio,2006
Mali,12,Ohio,2006
Somalia,1115,Ohio,2006
Sudan,83,Ohio,2006
Syria,115,Ohio,2006
Yemen,25,Ohio,2006
Egypt,10,Oklahoma,2006
Iran,94,Oklahoma,2006
Iraq,5,Oklahoma,2006
Libya,-,Oklahoma,2006
Mali,-,Oklahoma,2006
Somalia,D,Oklahoma,2006
Sudan,5,Oklahoma,2006
Syria,17,Oklahoma,2006
Yemen,-,Oklahoma,2006
Egypt,36,Oregon,2006
Iran,129,Oregon,2006
Iraq,24,Oregon,2006
Libya,5,Oregon,2006
Mali,-,Oregon,2006
Somalia,133,Oregon,2006
Sudan,19,Oregon,2006
Syria,6,Oregon,2006
Yemen,5,Oregon,2006
Egypt,419,Pennsylvania,2006
Iran,120,Pennsylvania,2006
Iraq,59,Pennsylvania,2006
Libya,6,Pennsylvania,2006
Mali,49,Pennsylvania,2006
Somalia,49,Pennsylvania,2006
Sudan,194,Pennsylvania,2006
Syria,205,Pennsylvania,2006
Yemen,6,Pennsylvania,2006
Egypt,18,Rhode Island,2006
Iran,7,Rhode Island,2006
Iraq,10,Rhode Island,2006
Libya,-,Rhode Island,2006
Mali,7,Rhode Island,2006
Somalia,3,Rhode Island,2006
Sudan,D,Rhode Island,2006
Syria,19,Rhode Island,2006
Yemen,D,Rhode Island,2006
Egypt,96,South Carolina,2006
Iran,32,South Carolina,2006
Iraq,D,South Carolina,2006
Libya,D,South Carolina,2006
Mali,-,South Carolina,2006
Somalia,-,South Carolina,2006
Sudan,13,South Carolina,2006
Syria,8,South Carolina,2006
Yemen,4,South Carolina,2006
Egypt,10,South Dakota,2006
Iran,3,South Dakota,2006
Iraq,5,South Dakota,2006
Libya,-,South Dakota,2006
Mali,-,South Dakota,2006
Somalia,33,South Dakota,2006
Sudan,86,South Dakota,2006
Syria,D,South Dakota,2006
Yemen,-,South Dakota,2006
Egypt,646,Tennessee,2006
Iran,171,Tennessee,2006
Iraq,119,Tennessee,2006
Libya,D,Tennessee,2006
Mali,3,Tennessee,2006
Somalia,427,Tennessee,2006
Sudan,284,Tennessee,2006
Syria,21,Tennessee,2006
Yemen,51,Tennessee,2006
Egypt,354,Texas,2006
Iran,1138,Texas,2006
Iraq,160,Texas,2006
Libya,21,Texas,2006
Mali,13,Texas,2006
Somalia,387,Texas,2006
Sudan,474,Texas,2006
Syria,146,Texas,2006
Yemen,18,Texas,2006
Egypt,8,Utah,2006
Iran,110,Utah,2006
Iraq,9,Utah,2006
Libya,-,Utah,2006
Mali,D,Utah,2006
Somalia,138,Utah,2006
Sudan,86,Utah,2006
Syria,4,Utah,2006
Yemen,D,Utah,2006
Egypt,5,Vermont,2006
Iran,4,Vermont,2006
Iraq,-,Vermont,2006
Libya,-,Vermont,2006
Mali,-,Vermont,2006
Somalia,40,Vermont,2006
Sudan,31,Vermont,2006
Syria,D,Vermont,2006
Yemen,-,Vermont,2006
Egypt,584,Virginia,2006
Iran,759,Virginia,2006
Iraq,135,Virginia,2006
Libya,20,Virginia,2006
Mali,8,Virginia,2006
Somalia,361,Virginia,2006
Sudan,511,Virginia,2006
Syria,60,Virginia,2006
Yemen,52,Virginia,2006
Egypt,103,Washington,2006
Iran,276,Washington,2006
Iraq,45,Washington,2006
Libya,7,Washington,2006
Mali,3,Washington,2006
Somalia,646,Washington,2006
Sudan,145,Washington,2006
Syria,20,Washington,2006
Yemen,38,Washington,2006
Egypt,11,West Virginia,2006
Iran,14,West Virginia,2006
Iraq,3,West Virginia,2006
Libya,D,West Virginia,2006
Mali,-,West Virginia,2006
Somalia,-,West Virginia,2006
Sudan,3,West Virginia,2006
Syria,13,West Virginia,2006
Yemen,-,West Virginia,2006
Egypt,32,Wisconsin,2006
Iran,38,Wisconsin,2006
Iraq,17,Wisconsin,2006
Libya,3,Wisconsin,2006
Mali,6,Wisconsin,2006
Somalia,97,Wisconsin,2006
Sudan,23,Wisconsin,2006
Syria,12,Wisconsin,2006
Yemen,-,Wisconsin,2006
Egypt,D,Wyoming,2006
Iran,-,Wyoming,2006
Iraq,-,Wyoming,2006
Libya,D,Wyoming,2006
Mali,-,Wyoming,2006
Somalia,D,Wyoming,2006
Sudan,-,Wyoming,2006
Syria,-,Wyoming,2006
Yemen,-,Wyoming,2006
