Country,Immigrant,State,Year
Iran,16,Idaho,2014
Iraq,119,Idaho,2014
Libya,3,Idaho,2014
Mali,-,Idaho,2014
Somalia,20,Idaho,2014
South Sudan,-,Idaho,2014
Sudan,14,Idaho,2014
Syria,4,Idaho,2014
Yemen,-,Idaho,2014
Egypt,228,Illinois,2014
Iran,270,Illinois,2014
Iraq,1009,Illinois,2014
Libya,10,Illinois,2014
Mali,13,Illinois,2014
Somalia,94,Illinois,2014
South Sudan,D,Illinois,2014
Sudan,81,Illinois,2014
Syria,275,Illinois,2014
Yemen,87,Illinois,2014
Egypt,123,Indiana,2014
Iran,58,Indiana,2014
Iraq,85,Indiana,2014
Libya,3,Indiana,2014
Mali,7,Indiana,2014
Somalia,17,Indiana,2014
South Sudan,-,Indiana,2014
Sudan,27,Indiana,2014
Syria,47,Indiana,2014
Yemen,49,Indiana,2014
Egypt,52,Iowa,2014
Iran,7,Iowa,2014
Iraq,66,Iowa,2014
Libya,D,Iowa,2014
Mali,D,Iowa,2014
Somalia,65,Iowa,2014
South Sudan,7,Iowa,2014
Sudan,85,Iowa,2014
Syria,15,Iowa,2014
Yemen,-,Iowa,2014
Egypt,20,Kansas,2014
Iran,35,Kansas,2014
Iraq,37,Kansas,2014
Libya,6,Kansas,2014
Mali,3,Kansas,2014
Somalia,170,Kansas,2014
South Sudan,D,Kansas,2014
Sudan,33,Kansas,2014
Syria,25,Kansas,2014
Yemen,3,Kansas,2014
Egypt,21,Kentucky,2014
Iran,60,Kentucky,2014
Iraq,304,Kentucky,2014
Libya,11,Kentucky,2014
Mali,D,Kentucky,2014
Somalia,135,Kentucky,2014
South Sudan,-,Kentucky,2014
Sudan,43,Kentucky,2014
Syria,25,Kentucky,2014
Yemen,9,Kentucky,2014
Egypt,30,Louisiana,2014
Iran,39,Louisiana,2014
Iraq,49,Louisiana,2014
Libya,3,Louisiana,2014
Mali,D,Louisiana,2014
Somalia,4,Louisiana,2014
South Sudan,D,Louisiana,2014
Sudan,8,Louisiana,2014
Syria,14,Louisiana,2014
Yemen,22,Louisiana,2014
Egypt,12,Maine,2014
Iran,6,Maine,2014
Iraq,175,Maine,2014
Libya,-,Maine,2014
Mali,-,Maine,2014
Somalia,78,Maine,2014
South Sudan,D,Maine,2014
Sudan,12,Maine,2014
Syria,3,Maine,2014
Yemen,D,Maine,2014
Egypt,156,Maryland,2014
Iran,417,Maryland,2014
Iraq,199,Maryland,2014
Libya,5,Maryland,2014
Mali,63,Maryland,2014
Somalia,30,Maryland,2014
South Sudan,-,Maryland,2014
Sudan,80,Maryland,2014
Syria,34,Maryland,2014
Yemen,8,Maryland,2014
Egypt,351,Massachusetts,2014
Iran,226,Massachusetts,2014
Iraq,523,Massachusetts,2014
Libya,14,Massachusetts,2014
Mali,7,Massachusetts,2014
Somalia,87,Massachusetts,2014
South Sudan,D,Massachusetts,2014
Sudan,42,Massachusetts,2014
Syria,88,Massachusetts,2014
Yemen,5,Massachusetts,2014
Egypt,165,Michigan,2014
Iran,94,Michigan,2014
Iraq,3637,Michigan,2014
Libya,22,Michigan,2014
Mali,12,Michigan,2014
Somalia,25,Michigan,2014
South Sudan,D,Michigan,2014
Sudan,41,Michigan,2014
Syria,218,Michigan,2014
Yemen,961,Michigan,2014
Egypt,96,Minnesota,2014
Iran,74,Minnesota,2014
Iraq,218,Minnesota,2014
Libya,6,Minnesota,2014
Mali,5,Minnesota,2014
Somalia,1779,Minnesota,2014
South Sudan,D,Minnesota,2014
Sudan,59,Minnesota,2014
Syria,24,Minnesota,2014
Yemen,22,Minnesota,2014
Egypt,5,Mississippi,2014
Iran,17,Mississippi,2014
Iraq,5,Mississippi,2014
Libya,-,Mississippi,2014
Mali,-,Mississippi,2014
Somalia,-,Mississippi,2014
South Sudan,-,Mississippi,2014
Sudan,7,Mississippi,2014
Syria,6,Mississippi,2014
Yemen,36,Mississippi,2014
Egypt,35,Missouri,2014
Iran,48,Missouri,2014
Iraq,209,Missouri,2014
Libya,20,Missouri,2014
Mali,-,Missouri,2014
Somalia,154,Missouri,2014
South Sudan,3,Missouri,2014
Sudan,27,Missouri,2014
Syria,17,Missouri,2014
Yemen,11,Missouri,2014
Egypt,D,Montana,2014
Iran,-,Montana,2014
Iraq,8,Montana,2014
Libya,-,Montana,2014
Mali,-,Montana,2014
Somalia,-,Montana,2014
South Sudan,-,Montana,2014
Sudan,-,Montana,2014
Syria,D,Montana,2014
Yemen,-,Montana,2014
Egypt,24,Nebraska,2014
Iran,15,Nebraska,2014
Iraq,214,Nebraska,2014
Libya,-,Nebraska,2014
Mali,-,Nebraska,2014
Somalia,208,Nebraska,2014
South Sudan,7,Nebraska,2014
Sudan,83,Nebraska,2014
Syria,8,Nebraska,2014
Yemen,7,Nebraska,2014
Egypt,17,Nevada,2014
Iran,149,Nevada,2014
Iraq,64,Nevada,2014
Libya,9,Nevada,2014
Mali,D,Nevada,2014
Somalia,13,Nevada,2014
South Sudan,-,Nevada,2014
Sudan,D,Nevada,2014
Syria,19,Nevada,2014
Yemen,D,Nevada,2014
Egypt,13,New Hampshire,2014
Iran,9,New Hampshire,2014
Iraq,82,New Hampshire,2014
Libya,-,New Hampshire,2014
Mali,D,New Hampshire,2014
Somalia,D,New Hampshire,2014
South Sudan,D,New Hampshire,2014
Sudan,11,New Hampshire,2014
Syria,6,New Hampshire,2014
Yemen,D,New Hampshire,2014
Egypt,1890,New Jersey,2014
Iran,162,New Jersey,2014
Iraq,102,New Jersey,2014
Libya,19,New Jersey,2014
Mali,10,New Jersey,2014
Somalia,D,New Jersey,2014
South Sudan,-,New Jersey,2014
Sudan,53,New Jersey,2014
Syria,218,New Jersey,2014
Yemen,19,New Jersey,2014
Egypt,5,New Mexico,2014
Iran,29,New Mexico,2014
Iraq,18,New Mexico,2014
Libya,-,New Mexico,2014
Mali,-,New Mexico,2014
Somalia,4,New Mexico,2014
South Sudan,-,New Mexico,2014
Sudan,-,New Mexico,2014
Syria,4,New Mexico,2014
Yemen,4,New Mexico,2014
Egypt,1594,New York,2014
Iran,356,New York,2014
Iraq,531,New York,2014
Libya,25,New York,2014
Mali,252,New York,2014
Somalia,115,New York,2014
South Sudan,3,New York,2014
Sudan,200,New York,2014
Syria,191,New York,2014
Yemen,1249,New York,2014
Egypt,222,North Carolina,2014
Iran,116,North Carolina,2014
Iraq,235,North Carolina,2014
Libya,13,North Carolina,2014
Mali,16,North Carolina,2014
Somalia,27,North Carolina,2014
South Sudan,D,North Carolina,2014
Sudan,110,North Carolina,2014
Syria,53,North Carolina,2014
Yemen,83,North Carolina,2014
Egypt,D,North Dakota,2014
Iran,4,North Dakota,2014
Iraq,38,North Dakota,2014
Libya,D,North Dakota,2014
Mali,3,North Dakota,2014
Somalia,87,North Dakota,2014
South Sudan,-,North Dakota,2014
Sudan,19,North Dakota,2014
Syria,3,North Dakota,2014
Yemen,-,North Dakota,2014
Egypt,206,Ohio,2014
Iran,117,Ohio,2014
Iraq,360,Ohio,2014
Libya,17,Ohio,2014
Mali,17,Ohio,2014
Somalia,454,Ohio,2014
South Sudan,D,Ohio,2014
Sudan,81,Ohio,2014
Syria,108,Ohio,2014
Yemen,30,Ohio,2014
Egypt,21,Oklahoma,2014
Iran,75,Oklahoma,2014
Iraq,33,Oklahoma,2014
Libya,D,Oklahoma,2014
Mali,D,Oklahoma,2014
Somalia,D,Oklahoma,2014
South Sudan,D,Oklahoma,2014
Sudan,7,Oklahoma,2014
Syria,14,Oklahoma,2014
Yemen,D,Oklahoma,2014
Egypt,58,Oregon,2014
Iran,118,Oregon,2014
Iraq,195,Oregon,2014
Libya,17,Oregon,2014
Mali,-,Oregon,2014
Somalia,60,Oregon,2014
South Sudan,-,Oregon,2014
Sudan,7,Oregon,2014
Syria,29,Oregon,2014
Yemen,9,Oregon,2014
Egypt,483,Pennsylvania,2014
Iran,144,Pennsylvania,2014
Iraq,280,Pennsylvania,2014
Libya,20,Pennsylvania,2014
Mali,68,Pennsylvania,2014
Somalia,28,Pennsylvania,2014
South Sudan,5,Pennsylvania,2014
Sudan,113,Pennsylvania,2014
Syria,169,Pennsylvania,2014
Yemen,7,Pennsylvania,2014
Egypt,D,Puerto Rico,2014
Iran,3,Puerto Rico,2014
Iraq,-,Puerto Rico,2014
Libya,-,Puerto Rico,2014
Mali,-,Puerto Rico,2014
Somalia,-,Puerto Rico,2014
South Sudan,-,Puerto Rico,2014
Sudan,-,Puerto Rico,2014
Syria,D,Puerto Rico,2014
Yemen,-,Puerto Rico,2014
Egypt,13,Rhode Island,2014
Iran,11,Rhode Island,2014
Iraq,25,Rhode Island,2014
Libya,5,Rhode Island,2014
Mali,5,Rhode Island,2014
Somalia,D,Rhode Island,2014
South Sudan,-,Rhode Island,2014
Sudan,5,Rhode Island,2014
Syria,24,Rhode Island,2014
Yemen,D,Rhode Island,2014
Egypt,72,South Carolina,2014
Iran,27,South Carolina,2014
Iraq,33,South Carolina,2014
Libya,D,South Carolina,2014
Mali,-,South Carolina,2014
Somalia,-,South Carolina,2014
South Sudan,-,South Carolina,2014
Sudan,9,South Carolina,2014
Syria,12,South Carolina,2014
Yemen,5,South Carolina,2014
Egypt,5,South Dakota,2014
Iran,3,South Dakota,2014
Iraq,8,South Dakota,2014
Libya,-,South Dakota,2014
Mali,-,South Dakota,2014
Somalia,16,South Dakota,2014
South Sudan,D,South Dakota,2014
Sudan,23,South Dakota,2014
Syria,D,South Dakota,2014
Yemen,-,South Dakota,2014
Egypt,778,Tennessee,2014
Iran,119,Tennessee,2014
Iraq,444,Tennessee,2014
Libya,5,Tennessee,2014
Mali,9,Tennessee,2014
Somalia,127,Tennessee,2014
South Sudan,3,Tennessee,2014
Sudan,35,Tennessee,2014
Syria,21,Tennessee,2014
Yemen,40,Tennessee,2014
Egypt,583,Texas,2014
Iran,1195,Texas,2014
Iraq,2222,Texas,2014
Libya,80,Texas,2014
Mali,21,Texas,2014
Somalia,259,Texas,2014
South Sudan,6,Texas,2014
Sudan,202,Texas,2014
Syria,243,Texas,2014
Yemen,55,Texas,2014
Egypt,9,Utah,2014
Iran,107,Utah,2014
Iraq,267,Utah,2014
Libya,13,Utah,2014
Mali,3,Utah,2014
Somalia,74,Utah,2014
South Sudan,D,Utah,2014
Sudan,58,Utah,2014
Syria,3,Utah,2014
Yemen,-,Utah,2014
Egypt,-,Vermont,2014
Iran,D,Vermont,2014
Iraq,21,Vermont,2014
Libya,-,Vermont,2014
Mali,-,Vermont,2014
Somalia,8,Vermont,2014
South Sudan,-,Vermont,2014
Sudan,D,Vermont,2014
Syria,D,Vermont,2014
Yemen,-,Vermont,2014
Egypt,607,Virginia,2014
Iran,516,Virginia,2014
Iraq,694,Virginia,2014
Libya,10,Virginia,2014
Mali,11,Virginia,2014
Somalia,51,Virginia,2014
South Sudan,5,Virginia,2014
Sudan,235,Virginia,2014
Syria,79,Virginia,2014
Yemen,54,Virginia,2014
Egypt,150,Washington,2014
Iran,363,Washington,2014
Iraq,557,Washington,2014
Libya,17,Washington,2014
Mali,12,Washington,2014
Somalia,300,Washington,2014
South Sudan,4,Washington,2014
Sudan,63,Washington,2014
Syria,26,Washington,2014
Yemen,18,Washington,2014
Egypt,11,West Virginia,2014
Iran,17,West Virginia,2014
Iraq,11,West Virginia,2014
Libya,D,West Virginia,2014
Mali,-,West Virginia,2014
Somalia,-,West Virginia,2014
South Sudan,-,West Virginia,2014
Sudan,-,West Virginia,2014
Syria,40,West Virginia,2014
Yemen,3,West Virginia,2014
Egypt,15,Wisconsin,2014
Iran,45,Wisconsin,2014
Iraq,166,Wisconsin,2014
Libya,12,Wisconsin,2014
Mali,3,Wisconsin,2014
Somalia,111,Wisconsin,2014
South Sudan,-,Wisconsin,2014
Sudan,21,Wisconsin,2014
Syria,19,Wisconsin,2014
Yemen,3,Wisconsin,2014
Egypt,5,Wyoming,2014
Iran,D,Wyoming,2014
Iraq,5,Wyoming,2014
Libya,3,Wyoming,2014
Mali,-,Wyoming,2014
Somalia,4,Wyoming,2014
South Sudan,-,Wyoming,2014
Sudan,-,Wyoming,2014
Syria,-,Wyoming,2014
Yemen,D,Wyoming,2014
